timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,day_of_week,year,month,hour,day_of_week_encoded
2023-11-16 19:34:00,62,16,10,36,82,54,0.166824644549763,Thursday,2023,11,19,4
2023-11-16 19:52:30,78,21,22,35,67,63,0.0746705710102489,Thursday,2023,11,19,4
2023-11-16 20:20:00,60,15,18,27,94,63,0.1080745341614906,Thursday,2023,11,20,4
2023-11-17 13:22:00,59,17,16,26,79,59,0.0590163934426229,Friday,2023,11,13,0
2023-11-17 13:25:30,78,21,17,40,74,70,0.1624319419237749,Friday,2023,11,13,0
2023-11-17 15:26:00,79,20,20,39,28,54,0.1227436823104693,Friday,2023,11,15,0
2023-11-17 15:27:00,86,22,21,43,107,51,0.0570048309178743,Friday,2023,11,15,0
2023-11-17 15:38:00,72,22,11,39,76,46,0.1786120591581342,Friday,2023,11,15,0
2023-11-17 15:48:00,78,16,21,41,41,56,0.0769230769230769,Friday,2023,11,15,0
2023-11-17 15:51:00,90,23,21,46,103,54,0.061427280939476,Friday,2023,11,15,0
2023-11-17 15:57:00,77,17,19,41,68,65,0.0890410958904109,Friday,2023,11,15,0
2023-11-17 16:31:00,88,21,25,42,81,58,0.0432543769309989,Friday,2023,11,16,0
2023-11-17 17:16:30,81,22,17,42,83,60,0.0484966052376333,Friday,2023,11,17,0
2023-11-17 17:56:00,80,21,20,39,56,69,0.1217887725975261,Friday,2023,11,17,0
2023-11-17 18:10:00,74,19,18,37,67,65,0.0954994511525795,Friday,2023,11,18,0
2023-11-17 19:02:30,77,21,22,34,63,64,0.1026722925457102,Friday,2023,11,19,0
2023-11-17 22:38:30,89,23,21,45,154,64,0.1076115485564304,Friday,2023,11,22,0
2023-11-18 07:09:00,59,19,17,23,34,59,0.1347517730496454,Saturday,2023,11,7,2
2023-11-18 13:51:30,68,17,21,30,62,66,0.053125,Saturday,2023,11,13,2
2023-11-18 14:16:00,56,15,21,20,41,59,0.0683229813664596,Saturday,2023,11,14,2
2023-11-18 14:52:00,76,18,20,38,107,51,0.0595611285266457,Saturday,2023,11,14,2
2023-11-18 15:14:30,79,17,19,43,64,68,0.1153540175019888,Saturday,2023,11,15,2
2023-11-18 15:17:30,87,22,24,41,103,58,0.0546006066734074,Saturday,2023,11,15,2
2023-11-18 15:21:00,78,17,22,39,36,53,0.0753655793025871,Saturday,2023,11,15,2
2023-11-18 16:11:30,86,22,23,41,84,54,0.0541082164328657,Saturday,2023,11,16,2
2023-11-18 16:12:30,74,18,14,42,51,47,0.1675231243576567,Saturday,2023,11,16,2
2023-11-18 17:09:30,70,18,11,41,73,64,0.1066790352504638,Saturday,2023,11,17,2
2023-11-18 17:32:30,77,20,17,40,66,68,0.0952380952380952,Saturday,2023,11,17,2
2023-11-18 17:51:00,68,21,14,33,86,64,0.0831265508684863,Saturday,2023,11,17,2
2023-11-18 18:18:30,72,22,14,36,101,66,0.1393217231897341,Saturday,2023,11,18,2
2023-11-18 18:33:00,88,22,22,44,102,59,0.0553191489361702,Saturday,2023,11,18,2
2023-11-18 19:43:00,67,17,11,39,106,53,0.1388621022179363,Saturday,2023,11,19,2
2023-11-18 22:32:30,85,19,21,45,137,65,0.1078691423519009,Saturday,2023,11,22,2
2023-11-19 11:54:30,70,18,17,35,24,47,0.066079295154185,Sunday,2023,11,11,3
2023-11-19 14:03:30,82,20,24,38,32,66,0.0385126162018592,Sunday,2023,11,14,3
2023-11-19 14:08:00,73,17,18,38,41,58,0.0583232077764277,Sunday,2023,11,14,3
2023-11-19 15:21:00,71,19,18,34,102,50,0.1087645195353748,Sunday,2023,11,15,3
2023-11-19 15:21:00,76,18,13,45,52,67,0.1517000871839581,Sunday,2023,11,15,3
2023-11-19 15:56:00,87,21,24,42,76,57,0.054054054054054,Sunday,2023,11,15,3
2023-11-19 16:16:00,90,24,22,44,130,68,0.1221033868092691,Sunday,2023,11,16,3
2023-11-19 16:19:30,79,17,20,42,37,52,0.1201671891327063,Sunday,2023,11,16,3
2023-11-19 16:25:00,85,22,20,43,67,53,0.0764940239043824,Sunday,2023,11,16,3
2023-11-19 16:39:30,75,16,22,37,66,65,0.0525714285714285,Sunday,2023,11,16,3
2023-11-19 17:22:00,89,23,20,46,119,59,0.0664172123479887,Sunday,2023,11,17,3
2023-11-19 17:39:30,85,17,22,46,80,55,0.0826086956521739,Sunday,2023,11,17,3
2023-11-19 20:52:30,75,18,22,35,112,65,0.1157112526539278,Sunday,2023,11,20,3
2023-11-20 14:07:00,77,18,24,35,58,64,0.0567375886524822,Monday,2023,11,14,1
2023-11-20 14:18:00,76,19,22,35,62,58,0.0846824408468244,Monday,2023,11,14,1
2023-11-20 14:36:00,62,16,14,32,68,52,0.1129220023282887,Monday,2023,11,14,1
2023-11-20 14:45:30,78,18,20,40,74,50,0.0455607476635514,Monday,2023,11,14,1
2023-11-20 14:53:30,71,14,19,38,17,51,0.1433868974042027,Monday,2023,11,14,1
2023-11-20 15:21:00,72,18,19,35,32,68,0.167381974248927,Monday,2023,11,15,1
2023-11-20 15:58:00,82,21,23,38,79,66,0.1022128556375131,Monday,2023,11,15,1
2023-11-20 16:05:00,74,22,17,35,64,46,0.2193419740777667,Monday,2023,11,16,1
2023-11-20 16:19:00,79,15,23,41,58,64,0.0707596253902185,Monday,2023,11,16,1
2023-11-20 16:24:30,87,21,20,46,65,54,0.0613090306545153,Monday,2023,11,16,1
2023-11-20 16:59:00,78,18,23,37,79,57,0.0744580584354382,Monday,2023,11,16,1
2023-11-20 17:50:30,87,22,19,46,97,68,0.0763226366001734,Monday,2023,11,17,1
2023-11-20 19:42:00,77,19,22,36,69,64,0.1127450980392156,Monday,2023,11,19,1
2023-11-20 20:20:00,82,20,20,42,167,65,0.0933052187664733,Monday,2023,11,20,1
2023-11-21 15:21:00,77,21,18,38,65,51,0.0538922155688622,Tuesday,2023,11,15,5
2023-11-21 15:21:30,71,16,20,35,45,58,0.0720496894409937,Tuesday,2023,11,15,5
2023-11-21 15:39:00,75,17,14,44,32,66,0.1474850809889173,Tuesday,2023,11,15,5
2023-11-21 15:49:30,78,19,21,38,79,56,0.0644361833952912,Tuesday,2023,11,15,5
2023-11-21 16:56:30,82,21,19,42,57,52,0.0706006322444678,Tuesday,2023,11,16,5
2023-11-21 17:09:30,83,19,22,42,91,61,0.0592592592592592,Tuesday,2023,11,17,5
2023-11-21 17:16:00,87,22,20,45,99,64,0.0682011935208866,Tuesday,2023,11,17,5
2023-11-21 17:29:00,65,21,9,35,31,44,0.2027972027972027,Tuesday,2023,11,17,5
2023-11-21 17:38:30,83,19,20,44,41,54,0.0786136939983093,Tuesday,2023,11,17,5
2023-11-21 17:48:30,81,22,16,43,86,66,0.1381974248927038,Tuesday,2023,11,17,5
2023-11-21 19:04:30,81,21,23,37,66,65,0.0845238095238095,Tuesday,2023,11,19,5
2023-11-21 19:34:00,75,15,16,44,92,54,0.0995850622406639,Tuesday,2023,11,19,5
2023-11-21 23:00:30,89,24,19,46,132,64,0.105829596412556,Tuesday,2023,11,23,5
2023-11-22 15:20:30,78,19,20,39,22,51,0.0700778642936596,Wednesday,2023,11,15,6
2023-11-22 15:25:00,80,18,22,40,75,58,0.0737373737373737,Wednesday,2023,11,15,6
2023-11-22 15:36:30,67,17,15,35,63,66,0.151877133105802,Wednesday,2023,11,15,6
2023-11-22 16:06:30,78,21,10,47,61,45,0.1573986804901036,Wednesday,2023,11,16,6
2023-11-22 16:15:30,81,17,21,43,94,60,0.0800842992623814,Wednesday,2023,11,16,6
2023-11-22 16:47:00,81,22,21,38,106,64,0.0573099415204678,Wednesday,2023,11,16,6
2023-11-22 17:05:30,84,23,20,41,111,66,0.1069063386944181,Wednesday,2023,11,17,6
2023-11-22 17:07:00,83,20,17,46,82,51,0.0711030082041932,Wednesday,2023,11,17,6
2023-11-22 17:10:00,90,22,23,45,101,54,0.052757793764988,Wednesday,2023,11,17,6
2023-11-22 18:32:00,89,23,22,44,109,64,0.0950728660652324,Wednesday,2023,11,18,6
2023-11-22 21:38:00,80,20,20,40,130,65,0.1253381424706943,Wednesday,2023,11,21,6
2023-11-23 14:10:30,73,18,19,36,73,51,0.0477489768076398,Thursday,2023,11,14,4
2023-11-23 15:34:00,62,16,15,31,59,66,0.1137026239067055,Thursday,2023,11,15,4
2023-11-23 15:55:30,78,20,18,40,69,50,0.1411509229098805,Thursday,2023,11,15,4
2023-11-23 15:58:30,82,19,17,46,80,58,0.1075069508804448,Thursday,2023,11,15,4
2023-11-23 16:43:30,85,18,23,44,59,54,0.073321554770318,Thursday,2023,11,16,4
2023-11-23 17:32:00,85,24,19,42,131,64,0.1266079891672308,Thursday,2023,11,17,4
2023-11-23 18:05:30,72,18,12,42,74,45,0.1165966386554621,Thursday,2023,11,18,4
2023-11-23 18:25:00,72,17,17,38,24,67,0.1431209602954755,Thursday,2023,11,18,4
2023-11-23 18:55:00,70,21,11,38,123,58,0.1333930170098478,Thursday,2023,11,18,4
2023-11-23 18:55:00,70,21,13,36,83,65,0.139482564679415,Thursday,2023,11,18,4
2023-11-23 19:02:00,80,23,16,41,122,56,0.0762711864406779,Thursday,2023,11,19,4
2023-11-23 19:20:00,74,21,14,39,96,63,0.1132420091324201,Thursday,2023,11,19,4
2023-11-23 19:34:30,80,17,20,43,92,55,0.0898876404494382,Thursday,2023,11,19,4
2023-11-23 19:59:00,72,17,21,34,73,65,0.0931076178960096,Thursday,2023,11,19,4
2023-11-24 14:21:30,61,17,16,28,76,68,0.1401098901098901,Friday,2023,11,14,0
2023-11-24 14:43:00,62,16,20,26,41,57,0.0736,Friday,2023,11,14,0
2023-11-24 15:30:30,77,19,18,40,91,58,0.1009081735620585,Friday,2023,11,15,0
2023-11-24 15:37:00,75,17,16,42,38,50,0.1233299075025693,Friday,2023,11,15,0
2023-11-24 15:53:30,76,19,18,39,82,67,0.1273408239700374,Friday,2023,11,15,0
2023-11-24 16:15:00,91,21,24,46,86,52,0.0392156862745098,Friday,2023,11,16,0
2023-11-24 16:24:30,56,17,18,21,72,57,0.12,Friday,2023,11,16,0
2023-11-24 16:33:00,85,21,23,41,100,59,0.0605128205128205,Friday,2023,11,16,0
2023-11-24 16:37:00,80,22,18,40,68,47,0.198051948051948,Friday,2023,11,16,0
2023-11-24 16:38:00,77,19,22,36,87,68,0.1252525252525252,Friday,2023,11,16,0
2023-11-24 16:49:00,91,21,23,47,62,54,0.0569259962049335,Friday,2023,11,16,0
2023-11-24 16:50:00,63,14,16,33,45,54,0.0970072239422084,Friday,2023,11,16,0
2023-11-24 16:59:00,78,21,18,39,74,65,0.1446977205153617,Friday,2023,11,16,0
2023-11-24 19:54:30,86,21,21,44,103,65,0.1335247666905958,Friday,2023,11,19,0
2023-11-24 20:32:30,83,20,21,42,84,65,0.1208677685950413,Friday,2023,11,20,0
2023-11-25 13:32:30,77,21,23,33,67,66,0.0543071161048689,Saturday,2023,11,13,2
2023-11-25 15:29:00,74,20,15,39,56,50,0.0991471215351812,Saturday,2023,11,15,2
2023-11-25 15:33:00,85,20,23,42,104,59,0.0503597122302158,Saturday,2023,11,15,2
2023-11-25 15:50:00,71,18,13,40,91,66,0.1030126336248785,Saturday,2023,11,15,2
2023-11-25 15:51:30,75,18,14,43,97,57,0.0834213305174234,Saturday,2023,11,15,2
2023-11-25 16:20:00,70,22,9,39,65,44,0.2508361204013378,Saturday,2023,11,16,2
2023-11-25 16:26:30,82,21,19,42,84,51,0.0519210799584631,Saturday,2023,11,16,2
2023-11-25 16:31:30,80,19,15,46,97,57,0.0577451879010082,Saturday,2023,11,16,2
2023-11-25 17:27:00,90,23,22,45,96,53,0.0644351464435146,Saturday,2023,11,17,2
2023-11-25 17:40:30,86,21,22,43,100,67,0.1218521527213647,Saturday,2023,11,17,2
2023-11-25 18:32:00,87,22,20,45,131,56,0.0908424908424908,Saturday,2023,11,18,2
2023-11-25 20:42:30,74,16,13,45,56,54,0.0876288659793814,Saturday,2023,11,20,2
2023-11-25 20:59:00,78,20,21,37,106,66,0.1124859392575928,Saturday,2023,11,20,2
2023-11-25 22:05:00,80,21,20,39,117,64,0.1154185022026431,Saturday,2023,11,22,2
2023-11-26 14:05:00,74,18,20,36,63,51,0.0554016620498614,Sunday,2023,11,14,3
2023-11-26 14:59:00,71,17,21,33,59,58,0.0728476821192053,Sunday,2023,11,14,3
2023-11-26 15:00:00,70,18,14,38,52,68,0.065398335315101,Sunday,2023,11,15,3
2023-11-26 15:03:30,82,21,24,37,73,66,0.0609080841638981,Sunday,2023,11,15,3
2023-11-26 15:29:30,78,17,19,42,69,58,0.0857719475277497,Sunday,2023,11,15,3
2023-11-26 15:52:00,65,16,13,36,43,51,0.095112285336856,Sunday,2023,11,15,3
2023-11-26 15:59:00,73,22,14,37,80,45,0.1522419186652763,Sunday,2023,11,15,3
2023-11-26 16:02:00,84,21,22,41,42,54,0.0710659898477157,Sunday,2023,11,16,3
2023-11-26 16:31:00,72,17,16,39,63,64,0.111431316042267,Sunday,2023,11,16,3
2023-11-26 16:34:00,85,18,23,44,98,59,0.0595555555555555,Sunday,2023,11,16,3
2023-11-26 18:29:00,67,16,20,31,54,68,0.1056661562021439,Sunday,2023,11,18,3
2023-11-26 18:52:00,82,22,15,45,107,68,0.1258851298190401,Sunday,2023,11,18,3
2023-11-26 19:06:00,85,21,20,44,83,56,0.097601323407775,Sunday,2023,11,19,3
2023-11-27 13:40:00,73,18,21,34,37,65,0.0704225352112676,Monday,2023,11,13,1
2023-11-27 13:57:00,78,21,24,33,81,51,0.032983508245877,Monday,2023,11,13,1
2023-11-27 15:24:30,71,20,15,36,84,57,0.0884109916367981,Monday,2023,11,15,1
2023-11-27 15:26:00,78,20,21,37,62,53,0.078720787207872,Monday,2023,11,15,1
2023-11-27 16:03:30,73,21,17,35,59,45,0.1905805038335158,Monday,2023,11,16,1
2023-11-27 16:08:30,87,21,23,43,53,53,0.0581632653061224,Monday,2023,11,16,1
2023-11-27 16:12:00,79,22,12,45,98,59,0.1261884183232497,Monday,2023,11,16,1
2023-11-27 16:32:30,72,20,15,37,65,70,0.0598388952819332,Monday,2023,11,16,1
2023-11-27 16:41:00,86,21,23,42,110,56,0.0533188248095756,Monday,2023,11,16,1
2023-11-27 18:03:30,84,22,20,42,102,65,0.1581359816653934,Monday,2023,11,18,1
2023-11-27 18:20:00,84,20,18,46,95,69,0.0839160839160839,Monday,2023,11,18,1
2023-11-27 18:58:30,85,17,22,46,76,54,0.065619223659889,Monday,2023,11,18,1
2023-11-27 22:43:00,87,23,22,42,132,70,0.0761179828734538,Monday,2023,11,22,1
2023-11-28 14:47:30,59,16,15,28,70,66,0.1063174114021571,Tuesday,2023,11,14,5
2023-11-28 15:38:30,75,17,20,38,64,51,0.05125,Tuesday,2023,11,15,5
2023-11-28 16:04:30,75,19,17,39,47,52,0.0600522193211488,Tuesday,2023,11,16,5
2023-11-28 16:35:30,75,16,17,42,56,53,0.0589473684210526,Tuesday,2023,11,16,5
2023-11-28 17:24:00,82,21,20,41,80,57,0.0752351097178683,Tuesday,2023,11,17,5
2023-11-28 17:43:30,66,21,13,32,62,73,0.0690161527165932,Tuesday,2023,11,17,5
2023-11-28 17:52:00,65,18,11,36,100,60,0.1101223581757508,Tuesday,2023,11,17,5
2023-11-28 18:27:00,62,21,14,27,55,58,0.0589318600368324,Tuesday,2023,11,18,5
2023-11-28 18:40:00,66,20,12,34,76,64,0.1081382385730211,Tuesday,2023,11,18,5
2023-11-28 19:17:00,70,21,13,36,86,65,0.1366181410974244,Tuesday,2023,11,19,5
2023-11-28 20:24:00,63,19,13,31,27,53,0.095112285336856,Tuesday,2023,11,20,5
2023-11-28 21:15:30,68,17,10,41,116,69,0.1625079974408189,Tuesday,2023,11,21,5
2023-11-28 23:52:00,60,18,15,27,11,65,0.1182519280205655,Tuesday,2023,11,23,5
2023-11-29 00:20:30,74,20,14,40,98,70,0.1446241674595623,Wednesday,2023,11,0,6
2023-11-29 13:13:00,88,21,21,46,73,53,0.0660124888492417,Wednesday,2023,11,13,6
2023-11-29 13:44:00,75,18,21,36,68,52,0.0559345156889495,Wednesday,2023,11,13,6
2023-11-29 14:08:30,81,19,22,40,63,67,0.0498261877172653,Wednesday,2023,11,14,6
2023-11-29 14:13:00,76,21,21,34,89,75,0.0949720670391061,Wednesday,2023,11,14,6
2023-11-29 14:30:30,75,17,16,42,89,64,0.0678824721377912,Wednesday,2023,11,14,6
2023-11-29 15:43:30,72,21,13,38,56,45,0.1691248770894788,Wednesday,2023,11,15,6
2023-11-29 15:58:30,77,19,21,37,116,56,0.0969116080937167,Wednesday,2023,11,15,6
2023-11-29 16:23:00,84,21,19,44,104,60,0.0648888888888888,Wednesday,2023,11,16,6
2023-11-29 16:39:30,75,16,21,38,43,55,0.063437139561707,Wednesday,2023,11,16,6
2023-11-29 16:53:00,91,23,22,46,101,55,0.0807799442896936,Wednesday,2023,11,16,6
2023-11-29 17:23:30,87,21,20,46,55,69,0.0697674418604651,Wednesday,2023,11,17,6
2023-11-29 17:41:00,82,19,23,40,55,56,0.0561685055165496,Wednesday,2023,11,17,6
2023-11-29 17:56:00,80,17,21,42,85,67,0.1282481139983235,Wednesday,2023,11,17,6
2023-11-29 21:07:00,68,20,21,27,53,72,0.1024667931688804,Wednesday,2023,11,21,6
2023-11-30 13:33:00,75,21,17,37,68,52,0.0461346633416458,Thursday,2023,11,13,4
2023-11-30 13:52:00,73,21,16,36,43,52,0.0887573964497041,Thursday,2023,11,13,4
2023-11-30 13:58:00,66,16,19,31,45,73,0.072013093289689,Thursday,2023,11,13,4
2023-11-30 14:13:30,62,20,8,34,25,45,0.2468619246861924,Thursday,2023,11,14,4
2023-11-30 14:31:00,80,21,23,36,75,68,0.0661521499448732,Thursday,2023,11,14,4
2023-11-30 15:27:30,69,18,18,33,76,54,0.1155885471898197,Thursday,2023,11,15,4
2023-11-30 16:16:00,79,20,23,36,72,55,0.0616365568544102,Thursday,2023,11,16,4
2023-11-30 16:39:30,68,18,14,36,40,64,0.1181192660550458,Thursday,2023,11,16,4
2023-11-30 16:46:00,87,21,21,45,88,65,0.1013452914798206,Thursday,2023,11,16,4
2023-11-30 17:37:00,85,21,21,43,122,59,0.098976109215017,Thursday,2023,11,17,4
2023-11-30 19:48:00,45,14,5,26,8,73,0.2947658402203856,Thursday,2023,11,19,4
2023-11-30 21:05:00,72,19,20,33,99,68,0.1473788328387734,Thursday,2023,11,21,4
2023-12-01 00:00:30,81,20,21,40,115,71,0.1211832061068702,Friday,2023,12,0,0
2023-12-01 13:14:30,59,18,11,30,48,65,0.1043338683788122,Friday,2023,12,13,0
2023-12-01 13:24:00,74,18,24,32,32,68,0.0358306188925081,Friday,2023,12,13,0
2023-12-01 15:42:30,84,21,21,42,123,74,0.1029082774049217,Friday,2023,12,15,0
2023-12-01 15:44:00,78,19,22,37,74,54,0.0544217687074829,Friday,2023,12,15,0
2023-12-01 15:54:30,78,16,20,42,16,51,0.0674373795761079,Friday,2023,12,15,0
2023-12-01 16:17:00,76,17,21,38,61,59,0.0897317298797409,Friday,2023,12,16,0
2023-12-01 16:34:30,91,22,24,45,78,54,0.0571687840290381,Friday,2023,12,16,0
2023-12-01 16:40:30,66,21,16,29,34,47,0.2393538913362702,Friday,2023,12,16,0
2023-12-01 16:45:30,71,16,20,35,60,53,0.1130841121495327,Friday,2023,12,16,0
2023-12-01 17:21:00,79,19,20,40,73,65,0.1272217025257249,Friday,2023,12,17,0
2023-12-01 17:26:30,82,22,18,42,94,55,0.0648246546227417,Friday,2023,12,17,0
2023-12-01 18:42:30,69,18,23,28,68,66,0.0977917981072555,Friday,2023,12,18,0
2023-12-01 22:59:00,79,19,22,38,97,69,0.0965971459934138,Friday,2023,12,22,0
2023-12-02 13:33:00,70,20,22,28,55,66,0.1091142490372272,Saturday,2023,12,13,2
2023-12-02 15:14:00,80,20,20,40,97,54,0.0437869822485207,Saturday,2023,12,15,2
2023-12-02 15:35:00,69,14,13,42,46,51,0.122533748701973,Saturday,2023,12,15,2
2023-12-02 16:10:30,73,16,15,42,68,51,0.0819327731092437,Saturday,2023,12,16,2
2023-12-02 16:30:30,87,21,22,44,61,53,0.0838901262063845,Saturday,2023,12,16,2
2023-12-02 16:42:00,75,16,21,38,36,66,0.1429961089494163,Saturday,2023,12,16,2
2023-12-02 16:43:00,85,18,21,46,88,67,0.0956360259981429,Saturday,2023,12,16,2
2023-12-02 17:32:30,75,22,12,41,91,55,0.0806293018682399,Saturday,2023,12,17,2
2023-12-02 17:37:00,74,20,15,39,70,46,0.1836547291092745,Saturday,2023,12,17,2
2023-12-02 20:07:00,55,15,16,24,16,59,0.0974155069582504,Saturday,2023,12,20,2
2023-12-02 20:07:30,86,21,20,45,108,65,0.0971585701191567,Saturday,2023,12,20,2
2023-12-02 22:59:30,72,17,21,34,44,67,0.1037131882202304,Saturday,2023,12,22,2
2023-12-03 12:11:30,67,19,20,28,53,66,0.1088825214899713,Sunday,2023,12,12,3
2023-12-03 13:36:00,80,19,23,38,44,53,0.056203605514316,Sunday,2023,12,13,3
2023-12-03 13:44:30,60,21,12,27,55,45,0.2484624846248462,Sunday,2023,12,13,3
2023-12-03 13:49:30,78,18,24,36,96,64,0.0566473988439306,Sunday,2023,12,13,3
2023-12-03 13:55:30,72,17,18,37,64,52,0.1743666169895678,Sunday,2023,12,13,3
2023-12-03 13:59:00,80,17,21,42,53,65,0.0670212765957446,Sunday,2023,12,13,3
2023-12-03 14:03:00,59,16,22,21,55,62,0.1029239766081871,Sunday,2023,12,14,3
2023-12-03 14:14:30,68,20,13,35,63,55,0.0746634026927784,Sunday,2023,12,14,3
2023-12-03 14:20:00,84,21,24,39,82,54,0.0288335517693315,Sunday,2023,12,14,3
2023-12-03 14:31:00,75,19,16,40,84,55,0.0667340748230535,Sunday,2023,12,14,3
2023-12-03 14:50:00,70,17,18,35,40,52,0.0827067669172932,Sunday,2023,12,14,3
2023-12-03 15:19:00,82,17,21,44,65,72,0.1068635968722849,Sunday,2023,12,15,3
2023-12-03 21:32:30,80,22,19,39,115,65,0.1246684350132626,Sunday,2023,12,21,3
2023-12-03 22:20:30,76,17,22,37,89,66,0.0751231527093596,Sunday,2023,12,22,3
2023-12-04 13:28:00,66,17,15,34,12,51,0.0573888091822094,Monday,2023,12,13,1
2023-12-04 13:35:30,67,16,21,30,76,65,0.1062573789846517,Monday,2023,12,13,1
2023-12-04 13:49:00,70,18,14,38,108,62,0.0908045977011494,Monday,2023,12,13,1
2023-12-04 13:52:30,86,23,23,40,96,53,0.056581986143187,Monday,2023,12,13,1
2023-12-04 13:55:00,75,17,24,34,64,53,0.0474006116207951,Monday,2023,12,13,1
2023-12-04 14:16:00,79,21,23,35,78,63,0.0842627013630731,Monday,2023,12,14,1
2023-12-04 14:17:00,77,21,18,38,50,45,0.1216374269005848,Monday,2023,12,14,1
2023-12-04 14:21:00,83,19,21,43,80,60,0.0819000819000819,Monday,2023,12,14,1
2023-12-04 14:47:00,66,16,16,34,47,52,0.0836047774158523,Monday,2023,12,14,1
2023-12-04 15:02:30,75,22,14,39,89,56,0.0509209100758396,Monday,2023,12,15,1
2023-12-04 15:04:00,71,17,18,36,70,70,0.1292808219178082,Monday,2023,12,15,1
2023-12-04 15:23:30,75,22,16,37,106,59,0.0710498409331919,Monday,2023,12,15,1
2023-12-04 15:46:00,73,17,20,36,18,68,0.1223103057757644,Monday,2023,12,15,1
2023-12-04 22:18:30,68,16,22,30,67,67,0.1031446540880503,Monday,2023,12,22,1
2023-12-05 13:46:00,69,18,13,38,43,63,0.0822857142857142,Tuesday,2023,12,13,5
2023-12-05 13:51:00,69,19,19,31,21,53,0.1492146596858638,Tuesday,2023,12,13,5
2023-12-05 13:53:00,84,19,23,42,60,53,0.0610376398779247,Tuesday,2023,12,13,5
2023-12-05 14:03:30,78,19,24,35,82,52,0.0514285714285714,Tuesday,2023,12,14,5
2023-12-05 14:42:30,75,17,22,36,72,58,0.0690954773869346,Tuesday,2023,12,14,5
2023-12-05 14:45:30,70,21,10,39,44,45,0.2467811158798283,Tuesday,2023,12,14,5
2023-12-05 15:02:00,80,21,20,39,61,70,0.103030303030303,Tuesday,2023,12,15,5
2023-12-05 15:15:00,84,22,21,41,87,61,0.0770031217481789,Tuesday,2023,12,15,5
2023-12-05 15:26:00,71,16,18,37,58,53,0.0770855332629355,Tuesday,2023,12,15,5
2023-12-05 16:20:30,73,15,17,41,53,69,0.1404011461318051,Tuesday,2023,12,16,5
2023-12-05 16:41:00,88,22,22,44,122,59,0.073666384419983,Tuesday,2023,12,16,5
2023-12-05 19:44:00,86,21,23,42,71,64,0.1000991080277502,Tuesday,2023,12,19,5
2023-12-05 22:10:30,77,19,21,37,64,66,0.0968944099378882,Tuesday,2023,12,22,5
2023-12-06 12:13:30,66,17,20,29,25,65,0.1729651162790697,Wednesday,2023,12,12,6
2023-12-06 13:46:00,81,19,24,38,81,51,0.0420918367346938,Wednesday,2023,12,13,6
2023-12-06 13:46:30,79,18,23,38,51,64,0.056890012642225,Wednesday,2023,12,13,6
2023-12-06 14:11:00,67,19,13,35,48,52,0.1130434782608695,Wednesday,2023,12,14,6
2023-12-06 14:24:00,71,19,18,34,46,46,0.1516853932584269,Wednesday,2023,12,14,6
2023-12-06 14:28:30,78,19,17,42,74,65,0.0721544715447154,Wednesday,2023,12,14,6
2023-12-06 14:46:00,80,21,20,39,105,59,0.0726040658276863,Wednesday,2023,12,14,6
2023-12-06 14:59:00,87,21,23,43,60,52,0.0521653543307086,Wednesday,2023,12,14,6
2023-12-06 15:11:00,73,22,16,35,88,59,0.0723926380368098,Wednesday,2023,12,15,6
2023-12-06 15:18:00,77,17,18,42,67,53,0.0854271356783919,Wednesday,2023,12,15,6
2023-12-06 15:20:30,80,17,21,42,69,56,0.05741127348643,Wednesday,2023,12,15,6
2023-12-06 15:33:00,85,21,21,43,80,70,0.1126173096976016,Wednesday,2023,12,15,6
2023-12-06 16:25:30,70,15,20,35,51,69,0.0985221674876847,Wednesday,2023,12,16,6
2023-12-06 17:36:00,63,16,19,28,84,64,0.1487889273356401,Wednesday,2023,12,17,6
2023-12-06 20:59:30,70,18,18,34,115,67,0.1078320090805902,Wednesday,2023,12,20,6
2023-12-07 12:40:30,77,19,21,37,25,63,0.0467762326169405,Thursday,2023,12,12,4
2023-12-07 13:12:00,76,21,19,36,56,64,0.132752992383025,Thursday,2023,12,13,4
2023-12-07 14:12:30,77,21,20,36,75,50,0.0567081604426002,Thursday,2023,12,14,4
2023-12-07 14:21:00,71,19,16,36,44,53,0.0806241872561768,Thursday,2023,12,14,4
2023-12-07 14:24:00,76,22,18,36,78,46,0.1738623103850641,Thursday,2023,12,14,4
2023-12-07 14:29:30,81,22,16,43,100,65,0.0725075528700906,Thursday,2023,12,14,4
2023-12-07 14:35:00,78,17,22,39,75,59,0.0876847290640394,Thursday,2023,12,14,4
2023-12-07 15:09:00,72,17,14,41,75,52,0.0777251184834123,Thursday,2023,12,15,4
2023-12-07 15:18:30,79,18,24,37,83,61,0.0521172638436482,Thursday,2023,12,15,4
2023-12-07 16:01:00,87,20,22,45,83,52,0.072515666965085,Thursday,2023,12,16,4
2023-12-07 16:29:00,87,24,19,44,129,57,0.0818565400843881,Thursday,2023,12,16,4
2023-12-07 16:29:30,75,19,16,40,110,68,0.1519337016574585,Thursday,2023,12,16,4
2023-12-07 22:10:30,81,22,18,41,107,64,0.107376283846872,Thursday,2023,12,22,4
2023-12-07 23:37:30,80,19,21,40,119,67,0.1120144534778681,Thursday,2023,12,23,4
2023-12-08 13:39:00,58,16,16,26,37,64,0.0587084148727984,Friday,2023,12,13,0
2023-12-08 14:12:30,76,21,24,31,68,65,0.0675496688741721,Friday,2023,12,14,0
